"id_sector","tot_per_cen","opp_cen","opa_cen","temp_cen","desop","const_cen","tot_viv_cen","id_prov","dpa_despro","dpa_descan","dpa_despar","tot_viv_prec","tot_per_prec","ocup_prec","temp_prec","desop_prec","const_prec","colec_prec","id_can","id_par"
"030358999010",110,30,2,15,22,1,70,"03","CAÑAR","CAÑAR","SAN ANTONIO",70,129,33,18,19,0,0,"0303","030358"
"030358999011",9,3,0,9,1,0,13,"03","CAÑAR","CAÑAR","SAN ANTONIO",24,10,5,19,0,0,0,"0303","030358"
"030361001001",302,99,16,32,25,5,177,"03","CAÑAR","CAÑAR","ZHUD",187,470,133,36,10,7,1,"0303","030361"
"030361999001",88,27,0,18,18,1,64,"03","CAÑAR","CAÑAR","ZHUD",66,115,32,19,12,3,0,"0303","030361"
"030361999002",43,12,0,28,21,6,67,"03","CAÑAR","CAÑAR","ZHUD",68,43,11,42,12,3,0,"0303","030361"
"030361999003",98,22,0,16,6,2,46,"03","CAÑAR","CAÑAR","ZHUD",45,96,25,12,8,0,0,"0303","030361"
"030361999004",81,20,0,24,7,3,54,"03","CAÑAR","CAÑAR","ZHUD",64,90,20,23,20,1,0,"0303","030361"
"030361999005",129,45,0,8,40,3,96,"03","CAÑAR","CAÑAR","ZHUD",97,180,51,23,22,1,0,"0303","030361"
"030361999006",174,55,0,27,15,4,101,"03","CAÑAR","CAÑAR","ZHUD",99,173,50,28,18,3,0,"0303","030361"
"030361999007",127,38,22,8,21,3,92,"03","CAÑAR","CAÑAR","ZHUD",96,174,51,40,4,1,0,"0303","030361"
"030361999008",122,41,13,44,23,0,121,"03","CAÑAR","CAÑAR","ZHUD",120,251,69,45,2,4,0,"0303","030361"
"030361999009",150,53,0,22,22,0,97,"03","CAÑAR","CAÑAR","ZHUD",95,192,55,36,2,2,0,"0303","030361"
"030361999010",188,49,4,41,26,0,120,"03","CAÑAR","CAÑAR","ZHUD",121,234,63,46,8,4,0,"0303","030361"
"030362001001",267,86,2,12,18,1,119,"03","CAÑAR","CAÑAR","VENTURA",118,246,72,31,12,3,0,"0303","030362"
"030362999001",212,73,0,15,7,1,96,"03","CAÑAR","CAÑAR","VENTURA",96,228,66,25,4,1,0,"0303","030362"
"030362999002",115,31,0,15,3,1,50,"03","CAÑAR","CAÑAR","VENTURA",51,95,28,21,2,0,0,"0303","030362"
"030362999003",273,81,0,9,16,0,106,"03","CAÑAR","CAÑAR","VENTURA",108,280,77,22,6,3,0,"0303","030362"
"030362999004",289,82,0,24,14,3,123,"03","CAÑAR","CAÑAR","VENTURA",129,326,83,37,6,3,0,"0303","030362"
"030362999005",91,26,0,15,2,0,43,"03","CAÑAR","CAÑAR","VENTURA",44,123,29,10,4,0,1,"0303","030362"
"030362999006",91,26,0,20,2,1,49,"03","CAÑAR","CAÑAR","VENTURA",52,84,25,13,13,1,0,"0303","030362"
"030363001001",453,145,0,19,18,1,183,"03","CAÑAR","CAÑAR","DUCUR",178,467,125,17,32,4,0,"0303","030363"
"030363001002",392,119,1,11,26,4,161,"03","CAÑAR","CAÑAR","DUCUR",144,386,105,12,21,6,0,"0303","030363"
"030363999001",70,19,0,12,14,0,45,"03","CAÑAR","CAÑAR","DUCUR",47,92,23,18,6,0,0,"0303","030363"
"030363999002",161,50,0,33,22,1,106,"03","CAÑAR","CAÑAR","DUCUR",99,175,48,41,8,2,0,"0303","030363"
"030363999003",159,46,0,15,7,7,75,"03","CAÑAR","CAÑAR","DUCUR",73,163,50,23,0,0,0,"0303","030363"
"030363999004",171,54,0,14,10,6,84,"03","CAÑAR","CAÑAR","DUCUR",89,175,59,22,3,5,0,"0303","030363"
"030363999005",167,52,0,24,13,6,95,"03","CAÑAR","CAÑAR","DUCUR",96,187,51,22,19,4,0,"0303","030363"
"030363999006",198,52,0,20,5,5,82,"03","CAÑAR","CAÑAR","DUCUR",79,182,49,16,6,8,0,"0303","030363"
"030363999007",237,73,0,11,8,5,97,"03","CAÑAR","CAÑAR","DUCUR",87,236,66,14,5,2,0,"0303","030363"
"030363999008",212,58,1,23,25,7,114,"03","CAÑAR","CAÑAR","DUCUR",108,301,80,18,8,2,0,"0303","030363"
"030363999009",169,48,0,14,11,4,77,"03","CAÑAR","CAÑAR","DUCUR",74,237,55,11,5,3,0,"0303","030363"
"030363999010",156,48,0,5,10,0,63,"03","CAÑAR","CAÑAR","DUCUR",57,117,38,13,5,1,0,"0303","030363"
"030363999011",207,61,0,22,26,3,112,"03","CAÑAR","CAÑAR","DUCUR",112,235,63,30,13,6,0,"0303","030363"
"030363999012",266,69,0,27,23,2,121,"03","CAÑAR","CAÑAR","DUCUR",129,327,82,34,9,4,0,"0303","030363"
"030363999013",270,67,3,32,14,2,118,"03","CAÑAR","CAÑAR","DUCUR",109,266,68,28,10,2,1,"0303","030363"
"030363999014",101,31,0,22,11,0,64,"03","CAÑAR","CAÑAR","DUCUR",62,160,43,15,3,1,0,"0303","030363"
"030363999015",159,45,0,11,14,0,70,"03","CAÑAR","CAÑAR","DUCUR",65,162,46,12,6,1,0,"0303","030363"
"030363999016",118,36,0,19,19,0,74,"03","CAÑAR","CAÑAR","DUCUR",73,122,39,17,17,0,0,"0303","030363"
"030450001001",390,127,0,8,22,7,164,"03","CAÑAR","LA TRONCAL","LA TRONCAL",143,383,107,11,23,2,0,"0304","030450"
"030450001002",214,66,0,5,35,3,109,"03","CAÑAR","LA TRONCAL","LA TRONCAL",99,263,74,3,20,2,0,"0304","030450"
"030450001003",210,70,0,6,40,6,122,"03","CAÑAR","LA TRONCAL","LA TRONCAL",115,278,83,6,19,7,0,"0304","030450"
"030450001004",252,65,1,3,19,3,91,"03","CAÑAR","LA TRONCAL","LA TRONCAL",94,277,76,6,10,2,0,"0304","030450"
"030450001005",290,75,2,7,23,2,109,"03","CAÑAR","LA TRONCAL","LA TRONCAL",112,368,93,3,9,7,0,"0304","030450"
"030450001006",556,167,13,1,53,5,239,"03","CAÑAR","LA TRONCAL","LA TRONCAL",192,453,124,21,42,3,2,"0304","030450"
"030450001007",347,95,5,3,30,0,133,"03","CAÑAR","LA TRONCAL","LA TRONCAL",120,326,88,3,24,5,0,"0304","030450"
"030450002001",428,125,0,23,44,16,208,"03","CAÑAR","LA TRONCAL","LA TRONCAL",202,522,152,4,26,18,2,"0304","030450"
"030450002002",348,100,0,3,21,2,126,"03","CAÑAR","LA TRONCAL","LA TRONCAL",116,331,93,1,13,9,0,"0304","030450"
"030450002003",243,65,0,5,9,1,80,"03","CAÑAR","LA TRONCAL","LA TRONCAL",81,255,68,4,7,2,0,"0304","030450"
"030450002004",322,84,0,6,16,1,107,"03","CAÑAR","LA TRONCAL","LA TRONCAL",108,312,85,4,14,5,0,"0304","030450"
"030450002005",366,107,1,6,35,5,154,"03","CAÑAR","LA TRONCAL","LA TRONCAL",148,418,124,4,15,4,1,"0304","030450"
"030450002006",323,90,0,2,28,0,120,"03","CAÑAR","LA TRONCAL","LA TRONCAL",119,327,90,7,15,7,0,"0304","030450"
"030450002007",215,72,0,4,20,2,98,"03","CAÑAR","LA TRONCAL","LA TRONCAL",88,221,68,4,15,1,0,"0304","030450"
"030450002008",305,85,0,6,13,0,104,"03","CAÑAR","LA TRONCAL","LA TRONCAL",103,322,83,3,13,3,1,"0304","030450"
"030450002009",285,89,0,7,22,0,118,"03","CAÑAR","LA TRONCAL","LA TRONCAL",120,326,90,5,21,4,0,"0304","030450"
"030450003001",487,134,0,2,19,3,158,"03","CAÑAR","LA TRONCAL","LA TRONCAL",150,453,124,2,16,8,0,"0304","030450"
"030450003002",392,103,0,7,19,6,135,"03","CAÑAR","LA TRONCAL","LA TRONCAL",124,397,96,10,15,3,0,"0304","030450"
"030450003003",514,152,0,20,33,7,212,"03","CAÑAR","LA TRONCAL","LA TRONCAL",196,527,152,9,21,14,0,"0304","030450"
"030450003004",274,77,0,7,30,2,116,"03","CAÑAR","LA TRONCAL","LA TRONCAL",111,279,70,14,21,6,0,"0304","030450"
"030450003005",161,50,0,19,38,0,107,"03","CAÑAR","LA TRONCAL","LA TRONCAL",110,230,65,18,24,3,0,"0304","030450"
"030450003006",141,57,0,15,27,3,102,"03","CAÑAR","LA TRONCAL","LA TRONCAL",108,198,74,10,22,1,1,"0304","030450"
"030450003007",248,80,0,9,16,3,108,"03","CAÑAR","LA TRONCAL","LA TRONCAL",106,266,79,11,13,3,0,"0304","030450"
"030450003008",302,94,0,8,8,3,113,"03","CAÑAR","LA TRONCAL","LA TRONCAL",99,252,74,4,10,11,0,"0304","030450"
"030450003009",285,89,0,20,93,9,211,"03","CAÑAR","LA TRONCAL","LA TRONCAL",221,332,99,28,88,6,0,"0304","030450"
"030450003010",166,69,0,26,24,1,120,"03","CAÑAR","LA TRONCAL","LA TRONCAL",128,208,77,22,28,1,0,"0304","030450"
"030450004001",444,115,0,2,17,5,139,"03","CAÑAR","LA TRONCAL","LA TRONCAL",123,439,97,3,12,11,0,"0304","030450"
"030450004002",368,100,0,2,20,3,125,"03","CAÑAR","LA TRONCAL","LA TRONCAL",129,348,97,8,16,8,0,"0304","030450"
"030450004003",351,92,1,5,36,4,138,"03","CAÑAR","LA TRONCAL","LA TRONCAL",139,402,114,4,16,5,0,"0304","030450"
"030450004004",496,128,2,8,35,0,173,"03","CAÑAR","LA TRONCAL","LA TRONCAL",162,504,128,4,26,4,0,"0304","030450"
"030450004005",438,135,1,5,54,2,197,"03","CAÑAR","LA TRONCAL","LA TRONCAL",193,471,137,16,30,10,0,"0304","030450"
"030450004006",181,56,1,5,26,3,91,"03","CAÑAR","LA TRONCAL","LA TRONCAL",105,234,65,7,29,4,0,"0304","030450"
"030450004007",211,57,3,5,27,2,94,"03","CAÑAR","LA TRONCAL","LA TRONCAL",99,224,67,7,23,2,0,"0304","030450"
"030450004008",291,79,0,15,26,3,123,"03","CAÑAR","LA TRONCAL","LA TRONCAL",118,270,74,10,23,11,0,"0304","030450"
"030450004009",158,57,0,21,29,2,109,"03","CAÑAR","LA TRONCAL","LA TRONCAL",108,210,73,3,27,5,0,"0304","030450"
"030450004010",268,90,6,7,54,1,158,"03","CAÑAR","LA TRONCAL","LA TRONCAL",162,241,84,15,57,6,0,"0304","030450"
"030450004011",81,25,0,0,17,1,43,"03","CAÑAR","LA TRONCAL","LA TRONCAL",66,95,33,7,23,3,0,"0304","030450"
"030450005001",61,20,0,12,25,2,59,"03","CAÑAR","LA TRONCAL","LA TRONCAL",60,100,31,5,22,1,1,"0304","030450"
"030450005002",136,58,1,27,45,2,133,"03","CAÑAR","LA TRONCAL","LA TRONCAL",143,225,82,3,54,2,2,"0304","030450"
"030450005003",139,44,0,16,22,2,84,"03","CAÑAR","LA TRONCAL","LA TRONCAL",94,206,64,3,22,5,0,"0304","030450"
"030450005004",177,61,0,6,28,3,98,"03","CAÑAR","LA TRONCAL","LA TRONCAL",94,172,55,9,26,4,0,"0304","030450"
"030450005005",106,35,2,18,57,1,113,"03","CAÑAR","LA TRONCAL","LA TRONCAL",118,135,47,18,52,1,0,"0304","030450"
"030450005006",121,42,11,50,48,7,158,"03","CAÑAR","LA TRONCAL","LA TRONCAL",161,211,82,23,50,5,1,"0304","030450"
"030450005007",85,30,1,1,32,0,64,"03","CAÑAR","LA TRONCAL","LA TRONCAL",63,91,30,6,23,4,0,"0304","030450"
"030450005008",124,43,0,0,67,0,110,"03","CAÑAR","LA TRONCAL","LA TRONCAL",112,120,44,28,39,1,0,"0304","030450"
"030450005009",195,73,2,6,57,3,141,"03","CAÑAR","LA TRONCAL","LA TRONCAL",143,203,75,14,51,3,0,"0304","030450"
"030450005010",188,71,1,6,48,0,126,"03","CAÑAR","LA TRONCAL","LA TRONCAL",118,182,58,19,36,4,1,"0304","030450"
"030450005011",168,65,0,3,39,0,107,"03","CAÑAR","LA TRONCAL","LA TRONCAL",120,174,60,14,45,1,0,"0304","030450"
"030450005012",227,75,0,4,51,0,130,"03","CAÑAR","LA TRONCAL","LA TRONCAL",125,239,73,20,27,5,0,"0304","030450"
"030450006001",277,84,1,13,44,2,144,"03","CAÑAR","LA TRONCAL","LA TRONCAL",141,275,89,14,35,3,0,"0304","030450"
"030450006002",155,55,0,10,52,0,117,"03","CAÑAR","LA TRONCAL","LA TRONCAL",118,178,60,18,35,4,1,"0304","030450"
"030450006003",266,91,0,10,57,2,160,"03","CAÑAR","LA TRONCAL","LA TRONCAL",169,298,107,16,42,3,1,"0304","030450"
"030450006004",263,97,1,22,52,0,172,"03","CAÑAR","LA TRONCAL","LA TRONCAL",171,330,112,13,39,5,2,"0304","030450"
"030450006005",111,36,1,2,28,0,67,"03","CAÑAR","LA TRONCAL","LA TRONCAL",76,127,48,5,21,2,0,"0304","030450"
"030450006006",178,42,19,0,47,2,110,"03","CAÑAR","LA TRONCAL","LA TRONCAL",113,177,46,25,41,1,0,"0304","030450"
"030450006007",142,47,6,8,48,0,109,"03","CAÑAR","LA TRONCAL","LA TRONCAL",102,192,57,16,22,7,0,"0304","030450"
"030450007001",300,94,0,5,78,2,179,"03","CAÑAR","LA TRONCAL","LA TRONCAL",166,312,86,19,51,8,2,"0304","030450"
"030450007002",278,98,11,22,40,2,173,"03","CAÑAR","LA TRONCAL","LA TRONCAL",178,293,96,24,57,1,0,"0304","030450"
"030450007003",332,126,1,26,70,1,224,"03","CAÑAR","LA TRONCAL","LA TRONCAL",222,314,124,22,65,11,0,"0304","030450"
"030450007004",286,83,1,6,31,1,122,"03","CAÑAR","LA TRONCAL","LA TRONCAL",117,357,97,8,10,2,0,"0304","030450"
"030450007005",263,80,2,2,30,5,119,"03","CAÑAR","LA TRONCAL","LA TRONCAL",113,314,91,3,10,9,0,"0304","030450"
"030450007006",352,103,4,3,33,3,146,"03","CAÑAR","LA TRONCAL","LA TRONCAL",139,392,108,2,24,5,0,"0304","030450"
"030450007007",363,109,1,7,51,7,175,"03","CAÑAR","LA TRONCAL","LA TRONCAL",168,359,101,15,40,12,0,"0304","030450"
"030450008001",201,62,5,59,83,3,212,"03","CAÑAR","LA TRONCAL","LA TRONCAL",217,270,95,51,60,8,3,"0304","030450"
"030450008002",193,55,3,8,41,1,108,"03","CAÑAR","LA TRONCAL","LA TRONCAL",112,277,75,15,19,3,0,"0304","030450"
"030450008003",126,46,0,10,41,10,107,"03","CAÑAR","LA TRONCAL","LA TRONCAL",114,193,70,9,35,0,0,"0304","030450"
"030450008004",277,80,7,25,24,0,136,"03","CAÑAR","LA TRONCAL","LA TRONCAL",128,307,92,7,26,3,0,"0304","030450"
"030450008005",279,85,0,13,33,5,136,"03","CAÑAR","LA TRONCAL","LA TRONCAL",130,275,89,8,25,8,0,"0304","030450"
"030450008006",287,84,0,3,54,2,143,"03","CAÑAR","LA TRONCAL","LA TRONCAL",137,291,97,6,20,14,0,"0304","030450"
"030450008007",167,55,0,2,54,4,115,"03","CAÑAR","LA TRONCAL","LA TRONCAL",111,207,71,13,23,4,0,"0304","030450"
"030450009001",203,68,1,10,45,1,125,"03","CAÑAR","LA TRONCAL","LA TRONCAL",122,215,73,12,34,3,0,"0304","030450"
"030450009002",238,71,1,12,54,0,138,"03","CAÑAR","LA TRONCAL","LA TRONCAL",137,315,91,3,38,5,0,"0304","030450"
"030450009003",161,49,0,5,58,0,112,"03","CAÑAR","LA TRONCAL","LA TRONCAL",108,189,53,2,51,2,0,"0304","030450"
"030450009004",295,89,1,1,52,0,143,"03","CAÑAR","LA TRONCAL","LA TRONCAL",143,359,99,9,32,3,0,"0304","030450"
"030450009005",475,127,3,4,16,4,154,"03","CAÑAR","LA TRONCAL","LA TRONCAL",155,488,122,5,18,9,1,"0304","030450"
"030450009006",254,65,0,1,15,5,86,"03","CAÑAR","LA TRONCAL","LA TRONCAL",92,265,63,6,16,7,0,"0304","030450"
"030450009007",316,96,2,6,39,2,145,"03","CAÑAR","LA TRONCAL","LA TRONCAL",138,364,110,8,17,3,0,"0304","030450"
"030450009008",299,79,2,2,8,5,96,"03","CAÑAR","LA TRONCAL","LA TRONCAL",110,325,87,6,13,4,0,"0304","030450"
"030450009009",415,100,1,2,9,0,112,"03","CAÑAR","LA TRONCAL","LA TRONCAL",110,417,96,3,8,3,0,"0304","030450"
"030450009010",378,88,1,2,16,2,109,"03","CAÑAR","LA TRONCAL","LA TRONCAL",100,346,86,1,5,8,0,"0304","030450"
"030450010001",147,46,1,12,18,6,83,"03","CAÑAR","LA TRONCAL","LA TRONCAL",102,218,68,7,23,3,1,"0304","030450"
"030450010002",296,94,1,17,44,5,161,"03","CAÑAR","LA TRONCAL","LA TRONCAL",147,334,106,4,34,3,0,"0304","030450"
"030450010003",270,90,1,14,20,5,130,"03","CAÑAR","LA TRONCAL","LA TRONCAL",127,271,81,8,34,4,0,"0304","030450"
"030450010004",237,64,3,15,28,2,112,"03","CAÑAR","LA TRONCAL","LA TRONCAL",109,283,75,12,16,6,0,"0304","030450"
"030450010005",162,45,5,14,39,1,104,"03","CAÑAR","LA TRONCAL","LA TRONCAL",100,156,47,10,38,5,0,"0304","030450"
"030450010006",259,77,1,3,25,2,108,"03","CAÑAR","LA TRONCAL","LA TRONCAL",108,267,80,9,14,5,0,"0304","030450"
"030450010007",373,107,0,4,33,4,148,"03","CAÑAR","LA TRONCAL","LA TRONCAL",147,354,104,8,23,12,0,"0304","030450"
"030450010008",406,115,0,10,31,3,159,"03","CAÑAR","LA TRONCAL","LA TRONCAL",145,375,107,9,25,4,0,"0304","030450"
"030450010009",357,99,2,1,10,1,113,"03","CAÑAR","LA TRONCAL","LA TRONCAL",112,377,102,1,4,4,1,"0304","030450"
"030450010010",249,71,2,2,22,6,103,"03","CAÑAR","LA TRONCAL","LA TRONCAL",101,320,80,1,12,8,0,"0304","030450"
"030450011001",299,85,0,4,22,3,114,"03","CAÑAR","LA TRONCAL","LA TRONCAL",122,346,96,2,13,11,0,"0304","030450"
"030450011002",251,76,1,4,33,1,115,"03","CAÑAR","LA TRONCAL","LA TRONCAL",129,274,75,9,34,11,0,"0304","030450"
"030450011003",321,91,1,11,53,2,158,"03","CAÑAR","LA TRONCAL","LA TRONCAL",165,342,96,9,48,12,0,"0304","030450"
"030450011004",298,93,0,10,45,4,152,"03","CAÑAR","LA TRONCAL","LA TRONCAL",148,311,96,7,34,11,0,"0304","030450"
"030450011005",182,51,0,9,35,3,98,"03","CAÑAR","LA TRONCAL","LA TRONCAL",96,230,66,2,26,2,0,"0304","030450"
"030450011006",139,45,0,3,56,0,104,"03","CAÑAR","LA TRONCAL","LA TRONCAL",109,165,56,13,27,13,0,"0304","030450"
"030450011007",158,52,1,2,60,0,115,"03","CAÑAR","LA TRONCAL","LA TRONCAL",122,198,62,15,40,5,0,"0304","030450"
"030450012001",303,93,0,3,31,1,128,"03","CAÑAR","LA TRONCAL","LA TRONCAL",132,379,108,4,12,7,1,"0304","030450"
"030450012002",380,105,7,3,26,7,148,"03","CAÑAR","LA TRONCAL","LA TRONCAL",138,359,103,9,15,11,0,"0304","030450"
"030450012003",346,96,2,3,13,1,115,"03","CAÑAR","LA TRONCAL","LA TRONCAL",102,290,80,5,9,8,0,"0304","030450"
"030450012004",240,79,0,3,32,5,119,"03","CAÑAR","LA TRONCAL","LA TRONCAL",125,252,65,17,33,10,0,"0304","030450"
"030450012005",212,71,0,5,31,10,117,"03","CAÑAR","LA TRONCAL","LA TRONCAL",127,263,71,14,25,17,0,"0304","030450"
"030450012006",246,71,0,7,24,8,110,"03","CAÑAR","LA TRONCAL","LA TRONCAL",116,289,79,8,17,12,0,"0304","030450"
"030450012007",333,98,1,2,28,8,137,"03","CAÑAR","LA TRONCAL","LA TRONCAL",128,356,90,9,18,11,0,"0304","030450"
"030450012008",0,0,0,0,0,124,124,"03","CAÑAR","LA TRONCAL","LA TRONCAL",142,0,0,0,12,130,0,"0304","030450"
"030450013001",347,97,2,2,14,4,119,"03","CAÑAR","LA TRONCAL","LA TRONCAL",115,372,98,1,8,8,0,"0304","030450"
"030450013002",364,94,3,6,20,2,125,"03","CAÑAR","LA TRONCAL","LA TRONCAL",120,362,95,7,15,2,1,"0304","030450"
"030450013003",261,79,1,1,23,3,107,"03","CAÑAR","LA TRONCAL","LA TRONCAL",109,290,83,2,15,9,0,"0304","030450"
"030450013004",275,83,1,1,26,5,116,"03","CAÑAR","LA TRONCAL","LA TRONCAL",112,304,87,2,16,7,0,"0304","030450"
"030450013005",431,125,1,3,44,10,183,"03","CAÑAR","LA TRONCAL","LA TRONCAL",197,467,141,10,19,27,0,"0304","030450"
"030450013006",393,108,1,0,24,1,134,"03","CAÑAR","LA TRONCAL","LA TRONCAL",151,395,104,5,33,9,0,"0304","030450"
"030450013007",228,72,9,3,39,2,125,"03","CAÑAR","LA TRONCAL","LA TRONCAL",136,273,82,7,32,14,1,"0304","030450"
"030450014001",354,108,4,12,35,6,165,"03","CAÑAR","LA TRONCAL","LA TRONCAL",154,359,105,18,24,6,1,"0304","030450"
"030450014002",267,90,14,9,42,6,161,"03","CAÑAR","LA TRONCAL","LA TRONCAL",152,311,106,12,27,7,0,"0304","030450"
"030450014003",256,80,0,5,40,5,130,"03","CAÑAR","LA TRONCAL","LA TRONCAL",132,287,93,9,19,10,1,"0304","030450"
"030450014004",356,90,0,12,22,2,126,"03","CAÑAR","LA TRONCAL","LA TRONCAL",127,360,97,6,17,7,0,"0304","030450"
"030450014005",377,119,1,7,45,5,177,"03","CAÑAR","LA TRONCAL","LA TRONCAL",180,403,124,13,33,9,1,"0304","030450"
"030450014006",330,97,5,8,13,4,127,"03","CAÑAR","LA TRONCAL","LA TRONCAL",127,370,104,7,9,7,0,"0304","030450"
"030450014007",289,82,3,8,19,5,117,"03","CAÑAR","LA TRONCAL","LA TRONCAL",113,301,82,5,14,12,0,"0304","030450"
"030450014008",318,77,5,5,20,12,119,"03","CAÑAR","LA TRONCAL","LA TRONCAL",126,330,77,8,17,24,0,"0304","030450"
"030450014009",309,95,5,10,15,11,136,"03","CAÑAR","LA TRONCAL","LA TRONCAL",134,265,85,10,23,16,0,"0304","030450"
"030450015001",409,123,3,10,36,8,180,"03","CAÑAR","LA TRONCAL","LA TRONCAL",178,425,123,17,22,16,0,"0304","030450"
"030450015002",431,110,11,5,40,15,181,"03","CAÑAR","LA TRONCAL","LA TRONCAL",175,530,137,5,16,17,0,"0304","030450"
"030450015003",460,132,1,18,23,9,183,"03","CAÑAR","LA TRONCAL","LA TRONCAL",188,449,132,10,32,14,0,"0304","030450"
"030450015004",477,145,3,9,20,9,186,"03","CAÑAR","LA TRONCAL","LA TRONCAL",179,413,119,13,30,17,0,"0304","030450"
"030450015005",302,82,0,12,29,8,131,"03","CAÑAR","LA TRONCAL","LA TRONCAL",130,344,95,11,9,15,0,"0304","030450"
"030450015006",322,86,2,12,21,3,124,"03","CAÑAR","LA TRONCAL","LA TRONCAL",125,301,80,13,21,11,0,"0304","030450"
"030450015007",361,106,3,14,31,3,157,"03","CAÑAR","LA TRONCAL","LA TRONCAL",138,319,89,9,21,19,0,"0304","030450"
"030450015008",356,104,5,10,20,9,148,"03","CAÑAR","LA TRONCAL","LA TRONCAL",142,362,95,11,23,13,0,"0304","030450"
"030450016001",423,114,7,19,18,15,173,"03","CAÑAR","LA TRONCAL","LA TRONCAL",164,365,95,13,23,33,0,"0304","030450"
"030450016002",324,79,1,31,28,21,160,"03","CAÑAR","LA TRONCAL","LA TRONCAL",151,296,74,21,27,29,0,"0304","030450"
"030450016003",222,73,3,12,30,6,124,"03","CAÑAR","LA TRONCAL","LA TRONCAL",124,216,63,20,23,18,0,"0304","030450"
"030450016004",320,89,5,13,10,6,123,"03","CAÑAR","LA TRONCAL","LA TRONCAL",123,327,89,6,17,11,0,"0304","030450"
"030450016005",400,109,0,13,17,1,140,"03","CAÑAR","LA TRONCAL","LA TRONCAL",125,372,100,9,10,6,0,"0304","030450"
"030450016006",288,83,3,14,26,4,130,"03","CAÑAR","LA TRONCAL","LA TRONCAL",132,338,93,15,15,9,0,"0304","030450"
"030450016007",352,109,3,17,7,2,138,"03","CAÑAR","LA TRONCAL","LA TRONCAL",139,374,113,14,5,7,0,"0304","030450"
"030450911001",241,63,1,28,14,11,117,"03","CAÑAR","LA TRONCAL","LA TRONCAL",118,221,58,25,11,23,1,"0304","030450"
"030450911002",233,67,1,13,22,1,104,"03","CAÑAR","LA TRONCAL","LA TRONCAL",100,250,74,16,7,3,0,"0304","030450"
"030450911003",270,72,1,20,24,4,121,"03","CAÑAR","LA TRONCAL","LA TRONCAL",113,292,81,12,7,13,0,"0304","030450"
"030450911004",211,69,1,25,31,6,132,"03","CAÑAR","LA TRONCAL","LA TRONCAL",120,241,72,18,17,13,0,"0304","030450"
"030450911005",296,84,7,26,31,11,159,"03","CAÑAR","LA TRONCAL","LA TRONCAL",144,312,93,24,16,11,0,"0304","030450"
"030450911006",161,57,2,13,24,0,96,"03","CAÑAR","LA TRONCAL","LA TRONCAL",99,164,56,8,32,3,0,"0304","030450"
"030450911007",235,74,1,27,33,2,137,"03","CAÑAR","LA TRONCAL","LA TRONCAL",139,302,93,14,29,3,0,"0304","030450"
"030450911008",280,79,0,40,21,5,145,"03","CAÑAR","LA TRONCAL","LA TRONCAL",128,332,92,10,17,9,0,"0304","030450"
"030450911009",162,50,2,27,25,9,113,"03","CAÑAR","LA TRONCAL","LA TRONCAL",105,215,67,8,21,9,0,"0304","030450"
"030450911010",268,71,2,19,23,5,120,"03","CAÑAR","LA TRONCAL","LA TRONCAL",124,247,70,13,32,8,1,"0304","030450"
"030450911011",284,90,3,13,19,3,128,"03","CAÑAR","LA TRONCAL","LA TRONCAL",98,219,72,13,10,3,0,"0304","030450"
"030450911012",203,59,0,16,16,6,97,"03","CAÑAR","LA TRONCAL","LA TRONCAL",103,234,70,12,18,3,0,"0304","030450"
"030450911013",219,68,0,8,30,3,109,"03","CAÑAR","LA TRONCAL","LA TRONCAL",104,197,72,11,20,1,0,"0304","030450"
"030450911014",362,112,4,25,36,6,183,"03","CAÑAR","LA TRONCAL","LA TRONCAL",176,374,118,23,33,2,0,"0304","030450"
"030450911015",218,75,1,21,27,6,130,"03","CAÑAR","LA TRONCAL","LA TRONCAL",124,261,71,15,23,14,1,"0304","030450"
"030450911016",181,61,4,39,4,4,112,"03","CAÑAR","LA TRONCAL","LA TRONCAL",106,168,58,26,8,14,0,"0304","030450"
"030450911017",249,73,6,25,7,6,117,"03","CAÑAR","LA TRONCAL","LA TRONCAL",104,223,69,18,9,8,0,"0304","030450"
"030450999001",132,52,8,20,1,1,82,"03","CAÑAR","LA TRONCAL","LA TRONCAL",43,91,28,9,4,2,0,"0304","030450"
"030450999002",309,80,0,7,13,10,110,"03","CAÑAR","LA TRONCAL","LA TRONCAL",113,329,85,3,5,20,0,"0304","030450"
"030450999003",303,82,0,9,20,2,113,"03","CAÑAR","LA TRONCAL","LA TRONCAL",103,266,75,15,4,9,0,"0304","030450"
"030450999004",56,14,1,16,10,0,41,"03","CAÑAR","LA TRONCAL","LA TRONCAL",41,70,20,11,9,1,0,"0304","030450"
"030450999005",121,37,1,17,23,9,87,"03","CAÑAR","LA TRONCAL","LA TRONCAL",86,171,48,15,13,10,0,"0304","030450"
"030450999006",229,62,0,15,14,7,98,"03","CAÑAR","LA TRONCAL","LA TRONCAL",83,168,43,12,10,17,1,"0304","030450"
"030450999007",109,33,0,22,27,6,88,"03","CAÑAR","LA TRONCAL","LA TRONCAL",91,127,36,30,9,15,1,"0304","030450"
"030450999008",161,50,2,32,22,8,114,"03","CAÑAR","LA TRONCAL","LA TRONCAL",110,159,57,33,8,12,0,"0304","030450"
"030450999009",112,33,3,35,9,17,97,"03","CAÑAR","LA TRONCAL","LA TRONCAL",98,114,33,25,23,16,1,"0304","030450"
