"id_sector","tot_per_cen","opp_cen","opa_cen","temp_cen","desop","const_cen","tot_viv_cen","id_prov","dpa_despro","dpa_descan","dpa_despar","tot_viv_prec","tot_per_prec","ocup_prec","temp_prec","desop_prec","const_prec","colec_prec","id_can","id_par"
"100452001011",288,82,0,33,7,5,127,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",133,294,91,15,17,10,0,"1004","100452"
"100452002001",362,97,0,20,9,2,128,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",141,371,116,11,8,6,0,"1004","100452"
"100452002002",400,110,0,16,13,0,139,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",140,371,113,10,8,9,0,"1004","100452"
"100452002003",372,100,0,20,8,0,128,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",137,425,104,11,8,14,0,"1004","100452"
"100452002004",402,104,2,18,10,4,138,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",132,405,106,7,6,13,0,"1004","100452"
"100452002005",408,110,0,11,16,2,139,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",152,478,111,12,15,14,0,"1004","100452"
"100452002006",362,99,0,16,3,1,119,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",132,385,94,19,10,9,0,"1004","100452"
"100452002007",363,90,0,26,1,1,118,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",121,294,79,13,11,17,1,"1004","100452"
"100452002008",456,106,0,6,0,1,113,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",113,402,88,7,5,13,0,"1004","100452"
"100452002009",266,65,0,30,4,2,101,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",104,261,77,9,4,14,0,"1004","100452"
"100452002010",298,69,0,29,5,3,106,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",110,277,74,21,4,11,0,"1004","100452"
"100452999001",321,87,0,10,10,4,111,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",95,259,67,17,7,4,0,"1004","100452"
"100452999002",94,25,0,12,3,2,42,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",41,78,25,10,3,3,0,"1004","100452"
"100452999003",348,98,0,19,19,4,140,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",118,412,95,12,9,2,0,"1004","100452"
"100452999004",42,12,0,2,1,1,16,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",16,38,11,2,2,1,0,"1004","100452"
"100452999005",74,23,0,3,2,1,29,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",27,78,23,2,1,1,0,"1004","100452"
"100452999006",391,102,0,11,4,7,124,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",120,351,85,17,9,9,0,"1004","100452"
"100452999007",42,11,0,3,4,0,18,"10","IMBABURA","OTAVALO","EUGENIO ESPEJO (CALPAQUI)",24,73,18,0,2,4,0,"1004","100452"
"100453001001",285,83,0,10,20,15,128,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",133,308,83,12,11,27,0,"1004","100453"
"100453001002",381,104,0,5,10,4,123,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",107,305,87,2,8,10,0,"1004","100453"
"100453001003",312,84,0,9,11,4,108,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",108,285,83,12,11,2,0,"1004","100453"
"100453001004",347,96,0,9,22,2,129,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",116,315,92,6,16,2,0,"1004","100453"
"100453001005",394,100,0,12,3,1,116,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",112,362,94,4,10,4,0,"1004","100453"
"100453001006",414,113,0,23,3,3,142,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",147,437,115,6,11,14,1,"1004","100453"
"100453001007",492,133,0,12,8,5,158,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",138,456,119,6,7,6,0,"1004","100453"
"100453001008",406,101,0,9,17,7,134,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",146,397,97,4,24,21,0,"1004","100453"
"100453001009",498,112,0,14,6,6,138,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",144,521,118,7,9,10,0,"1004","100453"
"100453999001",171,57,0,5,6,4,72,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",62,156,45,7,4,6,0,"1004","100453"
"100453999002",331,96,1,8,15,1,121,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",117,303,86,7,18,4,2,"1004","100453"
"100453999003",387,104,1,3,8,1,117,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",116,359,101,6,3,6,0,"1004","100453"
"100453999004",366,100,0,5,3,0,108,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",104,335,89,10,3,2,0,"1004","100453"
"100453999005",160,49,2,3,7,2,63,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",63,154,50,3,6,4,0,"1004","100453"
"100453999006",404,95,1,10,14,8,128,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",124,361,89,15,10,10,0,"1004","100453"
"100453999007",292,77,0,3,9,0,89,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",86,289,72,6,8,0,0,"1004","100453"
"100453999008",298,79,0,6,8,7,100,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",95,299,69,11,7,8,0,"1004","100453"
"100453999009",206,59,0,1,14,3,77,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",75,194,49,5,13,8,0,"1004","100453"
"100453999010",198,55,0,9,5,5,74,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",65,168,44,8,8,5,0,"1004","100453"
"100453999011",441,115,1,9,4,5,134,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",99,358,89,3,6,1,0,"1004","100453"
"100453999012",320,74,0,13,6,5,98,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",98,289,70,11,7,10,0,"1004","100453"
"100453999013",203,58,0,8,4,4,74,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",73,165,52,5,12,4,0,"1004","100453"
"100453999014",97,27,0,17,16,4,64,"10","IMBABURA","OTAVALO","GONZALEZ SUAREZ",67,88,22,23,18,4,0,"1004","100453"
"100454001001",112,39,0,9,16,0,64,"10","IMBABURA","OTAVALO","PATAQUI",64,117,43,2,17,2,0,"1004","100454"
"100454999001",106,35,0,8,5,0,48,"10","IMBABURA","OTAVALO","PATAQUI",58,110,39,4,13,2,0,"1004","100454"
"100455001001",533,146,1,6,13,2,168,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",178,530,150,10,8,10,0,"1004","100455"
"100455001002",567,147,9,13,18,6,193,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",191,553,156,6,12,17,0,"1004","100455"
"100455001003",647,161,8,12,13,14,208,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",204,634,159,12,11,22,0,"1004","100455"
"100455001004",293,70,7,10,8,1,96,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",118,321,80,8,12,18,0,"1004","100455"
"100455001005",384,95,3,8,6,6,118,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",125,453,99,9,3,14,0,"1004","100455"
"100455999001",105,30,0,10,6,2,48,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",70,210,48,7,10,5,0,"1004","100455"
"100455999002",47,20,0,5,3,1,29,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",41,66,25,7,7,2,0,"1004","100455"
"100455999003",260,82,0,17,10,0,109,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",114,269,82,19,13,0,0,"1004","100455"
"100455999004",121,47,0,5,10,1,63,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",74,188,49,16,5,4,0,"1004","100455"
"100455999005",134,40,0,8,7,1,56,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",75,194,48,11,8,8,0,"1004","100455"
"100455999006",134,33,0,2,2,0,37,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",62,258,46,13,1,2,0,"1004","100455"
"100455999007",220,58,0,3,1,0,62,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",88,321,70,5,6,7,0,"1004","100455"
"100455999008",325,80,0,9,15,0,104,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",104,343,84,10,4,6,0,"1004","100455"
"100455999009",303,64,1,22,0,2,89,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",88,278,64,10,5,8,1,"1004","100455"
"100455999010",252,57,0,7,3,3,70,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",62,221,51,3,2,6,0,"1004","100455"
"100455999011",258,67,0,19,4,8,98,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",86,221,60,5,10,11,0,"1004","100455"
"100455999012",211,52,0,4,3,0,59,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",64,159,47,5,6,6,0,"1004","100455"
"100455999013",450,92,0,3,4,0,99,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",97,397,84,7,4,2,0,"1004","100455"
"100455999014",357,81,0,17,4,2,104,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",99,345,77,9,6,7,0,"1004","100455"
"100455999015",168,42,0,6,3,3,54,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",61,217,42,8,5,6,0,"1004","100455"
"100455999016",218,59,0,7,3,2,71,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",101,324,80,9,9,3,0,"1004","100455"
"100455999017",180,49,0,1,2,0,52,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",56,205,46,3,2,5,0,"1004","100455"
"100455999018",197,50,0,10,3,0,63,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",88,191,50,14,16,8,0,"1004","100455"
"100455999019",339,78,0,2,26,5,111,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",101,318,76,7,14,4,0,"1004","100455"
"100455999020",194,43,0,11,8,1,63,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",67,210,51,6,9,1,0,"1004","100455"
"100455999021",309,60,0,5,8,5,78,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",77,301,61,3,7,6,0,"1004","100455"
"100455999022",276,77,2,7,1,1,88,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",76,219,55,6,12,3,0,"1004","100455"
"100455999023",234,62,0,13,8,1,84,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",79,202,51,10,12,6,0,"1004","100455"
"100455999024",89,26,0,11,5,1,43,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",54,94,35,9,4,5,1,"1004","100455"
"100455999025",371,95,0,12,4,1,112,"10","IMBABURA","OTAVALO","SAN JOSE DE QUICHINCHE",117,291,90,10,7,9,1,"1004","100455"
"100456001001",550,127,0,6,15,4,152,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",126,514,106,1,9,9,1,"1004","100456"
"100456001002",515,110,0,14,7,1,132,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",125,456,103,4,13,5,0,"1004","100456"
"100456001003",556,109,0,20,10,3,142,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",137,512,111,8,5,13,0,"1004","100456"
"100456001004",489,113,0,16,11,0,140,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",136,458,107,7,4,18,0,"1004","100456"
"100456001005",382,90,0,6,13,2,111,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",106,365,89,1,9,7,0,"1004","100456"
"100456001006",349,87,0,13,14,6,120,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",127,319,81,9,14,22,1,"1004","100456"
"100456001007",335,77,0,6,16,3,102,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",109,296,77,3,11,17,1,"1004","100456"
"100456002001",324,90,0,4,17,3,114,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",105,327,85,5,9,6,0,"1004","100456"
"100456002002",311,83,0,7,18,1,109,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",114,338,86,10,10,8,0,"1004","100456"
"100456002003",300,79,0,8,20,4,111,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",113,301,79,5,16,13,0,"1004","100456"
"100456002004",355,80,0,12,6,3,101,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",107,321,85,6,6,10,0,"1004","100456"
"100456002005",351,84,0,13,11,2,110,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",107,342,87,4,6,10,0,"1004","100456"
"100456002006",389,96,0,16,21,1,134,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",134,396,108,8,9,9,0,"1004","100456"
"100456002007",429,109,0,29,9,0,147,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",147,390,106,11,19,11,0,"1004","100456"
"100456002008",328,84,4,6,9,1,104,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",117,344,90,5,10,12,0,"1004","100456"
"100456902001",409,89,0,18,6,8,121,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",108,409,92,2,10,4,0,"1004","100456"
"100456902002",465,107,0,15,3,1,126,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",113,384,93,2,7,11,0,"1004","100456"
"100456902003",519,137,0,26,13,4,180,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",178,459,142,4,16,16,0,"1004","100456"
"100456902004",295,71,0,29,9,3,112,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",111,294,79,11,10,10,1,"1004","100456"
"100456902005",312,72,0,27,13,1,113,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",112,306,75,20,11,6,0,"1004","100456"
"100456902006",326,93,0,27,14,6,140,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",130,274,76,20,15,19,0,"1004","100456"
"100456902007",399,93,0,22,10,3,128,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",124,375,93,13,8,10,0,"1004","100456"
"100456999001",135,42,1,3,7,7,60,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",63,118,42,5,9,4,3,"1004","100456"
"100456999003",98,33,0,15,4,1,53,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",62,144,52,3,4,3,0,"1004","100456"
"100456999004",150,41,0,20,7,3,71,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",75,166,52,13,2,5,3,"1004","100456"
"100456999005",43,11,0,1,6,0,18,"10","IMBABURA","OTAVALO","SAN JUAN DE ILUMAN",25,47,14,6,3,2,0,"1004","100456"
"100457001001",323,78,1,15,9,2,105,"10","IMBABURA","OTAVALO","SAN PABLO",101,299,73,14,4,10,0,"1004","100457"
"100457001002",469,121,0,4,8,3,136,"10","IMBABURA","OTAVALO","SAN PABLO",134,382,105,9,6,13,1,"1004","100457"
"100457001003",575,148,0,6,6,3,163,"10","IMBABURA","OTAVALO","SAN PABLO",144,468,116,9,8,11,0,"1004","100457"
"100457001004",296,92,1,13,17,2,125,"10","IMBABURA","OTAVALO","SAN PABLO",128,318,89,23,13,3,0,"1004","100457"
"100457001005",459,120,1,13,3,6,143,"10","IMBABURA","OTAVALO","SAN PABLO",135,395,109,12,6,8,0,"1004","100457"
"100457001006",391,103,0,11,6,4,124,"10","IMBABURA","OTAVALO","SAN PABLO",129,314,90,12,14,13,0,"1004","100457"
"100457001007",480,120,0,13,7,5,145,"10","IMBABURA","OTAVALO","SAN PABLO",142,418,116,14,3,9,0,"1004","100457"
"100457001008",398,103,2,18,5,7,135,"10","IMBABURA","OTAVALO","SAN PABLO",127,346,97,11,4,14,1,"1004","100457"
"100457001009",396,108,1,24,14,3,150,"10","IMBABURA","OTAVALO","SAN PABLO",141,271,84,23,16,12,6,"1004","100457"
"100457002001",503,118,1,11,11,11,152,"10","IMBABURA","OTAVALO","SAN PABLO",136,415,104,6,17,8,1,"1004","100457"
"100457002002",471,125,0,13,6,9,153,"10","IMBABURA","OTAVALO","SAN PABLO",140,399,106,11,11,12,0,"1004","100457"
"100457002003",382,100,0,13,5,3,121,"10","IMBABURA","OTAVALO","SAN PABLO",112,337,83,13,6,10,0,"1004","100457"
"100457002004",451,125,1,11,15,2,154,"10","IMBABURA","OTAVALO","SAN PABLO",144,402,109,20,7,8,0,"1004","100457"
"100457002005",448,130,1,21,29,4,185,"10","IMBABURA","OTAVALO","SAN PABLO",192,411,128,22,31,11,0,"1004","100457"
"100457002006",366,109,3,16,24,3,155,"10","IMBABURA","OTAVALO","SAN PABLO",150,333,108,24,14,3,1,"1004","100457"
"100457002007",475,141,1,10,24,4,180,"10","IMBABURA","OTAVALO","SAN PABLO",171,444,121,15,22,13,0,"1004","100457"
"100457002008",264,92,0,23,28,2,145,"10","IMBABURA","OTAVALO","SAN PABLO",160,278,105,28,21,4,2,"1004","100457"
"100457002009",495,140,4,24,12,7,187,"10","IMBABURA","OTAVALO","SAN PABLO",199,486,150,22,12,12,3,"1004","100457"
"100457002010",322,80,2,12,8,2,104,"10","IMBABURA","OTAVALO","SAN PABLO",106,271,77,8,6,15,0,"1004","100457"
"100457002011",287,82,0,9,5,1,97,"10","IMBABURA","OTAVALO","SAN PABLO",109,306,87,6,4,12,0,"1004","100457"
"100457999001",247,71,0,9,2,0,82,"10","IMBABURA","OTAVALO","SAN PABLO",86,216,69,10,5,1,1,"1004","100457"
"100457999002",214,57,0,11,10,2,80,"10","IMBABURA","OTAVALO","SAN PABLO",90,219,58,14,11,7,0,"1004","100457"
"100457999003",337,86,0,6,5,1,98,"10","IMBABURA","OTAVALO","SAN PABLO",108,297,81,12,7,8,0,"1004","100457"
"100457999004",426,97,0,11,7,5,120,"10","IMBABURA","OTAVALO","SAN PABLO",114,391,88,11,7,8,0,"1004","100457"
"100457999005",280,66,0,9,2,7,84,"10","IMBABURA","OTAVALO","SAN PABLO",93,244,61,4,9,19,0,"1004","100457"
"100457999006",243,60,0,11,7,5,83,"10","IMBABURA","OTAVALO","SAN PABLO",88,237,61,8,11,8,0,"1004","100457"
"100457999007",241,62,0,7,3,2,74,"10","IMBABURA","OTAVALO","SAN PABLO",72,221,58,4,4,6,0,"1004","100457"
"100457999008",203,57,0,10,5,3,75,"10","IMBABURA","OTAVALO","SAN PABLO",76,196,52,15,1,8,0,"1004","100457"
"100457999009",271,78,0,16,9,3,106,"10","IMBABURA","OTAVALO","SAN PABLO",117,253,77,15,14,11,0,"1004","100457"
"100457999010",185,55,1,12,5,1,74,"10","IMBABURA","OTAVALO","SAN PABLO",86,199,58,12,7,9,0,"1004","100457"
"100457999011",69,22,0,29,2,2,55,"10","IMBABURA","OTAVALO","SAN PABLO",95,119,34,48,4,4,5,"1004","100457"
"100458001001",365,99,1,14,22,7,143,"10","IMBABURA","OTAVALO","SAN RAFAEL",142,356,92,17,10,22,1,"1004","100458"
"100458001002",260,63,0,4,22,6,95,"10","IMBABURA","OTAVALO","SAN RAFAEL",98,275,66,8,7,17,0,"1004","100458"
"100458001003",234,63,0,7,33,4,107,"10","IMBABURA","OTAVALO","SAN RAFAEL",109,229,61,11,18,19,0,"1004","100458"
"100458001004",249,72,2,15,17,3,109,"10","IMBABURA","OTAVALO","SAN RAFAEL",121,297,79,8,18,16,0,"1004","100458"
"100458001005",160,45,0,19,4,1,69,"10","IMBABURA","OTAVALO","SAN RAFAEL",71,203,52,9,8,2,0,"1004","100458"
"100458001006",338,108,0,13,39,6,166,"10","IMBABURA","OTAVALO","SAN RAFAEL",180,339,108,19,24,29,0,"1004","100458"
"100458001007",223,58,0,16,15,3,92,"10","IMBABURA","OTAVALO","SAN RAFAEL",97,197,57,15,5,20,0,"1004","100458"
"100458001008",258,53,0,25,4,12,94,"10","IMBABURA","OTAVALO","SAN RAFAEL",107,244,60,16,13,18,0,"1004","100458"
"100458001009",327,87,0,46,2,8,143,"10","IMBABURA","OTAVALO","SAN RAFAEL",155,304,88,37,6,24,0,"1004","100458"
"100458002001",448,107,0,17,12,8,144,"10","IMBABURA","OTAVALO","SAN RAFAEL",161,429,106,14,19,22,0,"1004","100458"
"100458002002",261,70,1,12,10,6,99,"10","IMBABURA","OTAVALO","SAN RAFAEL",133,346,83,8,15,27,0,"1004","100458"
"100458002003",318,77,0,27,10,3,117,"10","IMBABURA","OTAVALO","SAN RAFAEL",152,362,94,14,21,22,1,"1004","100458"
"100458002004",349,90,0,12,14,2,118,"10","IMBABURA","OTAVALO","SAN RAFAEL",124,329,92,19,4,7,2,"1004","100458"
"100458002005",335,87,0,24,14,4,129,"10","IMBABURA","OTAVALO","SAN RAFAEL",156,329,95,21,15,25,0,"1004","100458"
"100458002006",371,105,0,23,3,6,137,"10","IMBABURA","OTAVALO","SAN RAFAEL",140,392,103,20,4,13,0,"1004","100458"
"100458002007",475,120,2,22,3,3,150,"10","IMBABURA","OTAVALO","SAN RAFAEL",166,546,129,11,6,18,2,"1004","100458"
"100458999001",98,34,0,2,9,4,49,"10","IMBABURA","OTAVALO","SAN RAFAEL",55,87,31,8,7,9,0,"1004","100458"
"100459001001",186,62,0,15,7,1,85,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",82,190,61,12,7,0,2,"1004","100459"
"100459999001",193,59,0,6,3,1,69,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",83,224,58,5,16,4,0,"1004","100459"
"100459999002",132,42,0,2,3,0,47,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",62,91,34,20,5,1,2,"1004","100459"
"100459999003",86,26,0,10,9,0,45,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",47,99,30,8,7,2,0,"1004","100459"
"100459999004",117,37,0,11,3,2,53,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",56,138,45,1,9,1,0,"1004","100459"
"100459999005",156,48,0,5,2,0,55,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",59,190,47,4,6,2,0,"1004","100459"
"100459999006",215,62,0,7,4,2,75,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",93,278,79,4,5,5,0,"1004","100459"
"100459999007",198,69,0,9,9,0,87,"10","IMBABURA","OTAVALO","SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA)",74,203,61,9,4,0,0,"1004","100459"
"100550001001",395,137,0,22,18,3,180,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",145,338,114,18,10,3,0,"1005","100550"
"100550001002",337,114,1,6,5,1,127,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",98,228,68,19,5,6,0,"1005","100550"
"100550001003",250,88,0,11,19,1,119,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",107,219,91,5,8,3,0,"1005","100550"
"100550001004",566,172,0,13,16,2,203,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",181,401,142,19,6,12,2,"1005","100550"
"100550001005",361,133,0,6,24,1,164,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",155,367,124,10,16,5,0,"1005","100550"
"100550001006",250,83,0,13,8,1,105,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",102,203,78,7,12,5,0,"1005","100550"
"100550001007",419,139,0,29,30,4,202,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",193,351,119,42,24,7,1,"1005","100550"
"100550001008",294,102,0,22,8,0,132,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",131,259,93,15,18,5,0,"1005","100550"
"100550001009",358,114,0,22,5,1,142,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",122,277,88,9,17,8,0,"1005","100550"
"100550002001",304,101,0,8,10,1,120,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",102,194,61,26,9,5,1,"1005","100550"
"100550002002",230,81,0,15,11,0,107,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",103,186,63,15,16,9,0,"1005","100550"
"100550002003",301,113,0,14,6,2,135,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",125,302,98,10,9,8,0,"1005","100550"
"100550002004",232,84,0,13,10,1,108,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",119,237,82,15,18,4,0,"1005","100550"
"100550002005",412,155,0,22,21,2,200,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",194,380,142,25,18,8,1,"1005","100550"
"100550002006",346,102,0,15,13,1,131,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",138,289,104,10,16,8,0,"1005","100550"
"100550002007",297,101,0,24,16,0,141,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",135,253,91,24,18,2,0,"1005","100550"
"100550002008",494,163,1,28,13,4,209,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",197,403,129,30,23,15,0,"1005","100550"
"100550901001",573,156,0,21,6,6,189,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",197,488,148,14,9,26,0,"1005","100550"
"100550901002",327,95,0,6,3,3,107,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",99,312,80,4,12,3,0,"1005","100550"
"100550901003",319,87,0,9,4,1,101,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",104,302,86,7,7,4,0,"1005","100550"
"100550903001",296,90,0,18,11,5,124,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",128,236,74,14,28,12,0,"1005","100550"
"100550903002",304,94,1,26,5,7,133,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",134,278,99,9,14,12,0,"1005","100550"
"100550911001",145,50,0,19,8,0,77,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",77,147,53,11,11,2,0,"1005","100550"
"100550999002",150,42,0,11,5,3,61,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",62,164,47,9,4,2,0,"1005","100550"
"100550999004",189,59,1,12,2,0,74,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",59,137,38,18,1,2,0,"1005","100550"
"100550999005",252,82,0,28,1,0,111,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",113,247,81,14,13,5,0,"1005","100550"
"100550999006",237,71,0,18,7,2,98,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",73,138,47,18,6,2,0,"1005","100550"
"100550999007",123,42,0,22,4,2,70,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",72,92,35,31,1,5,0,"1005","100550"
"100550999008",192,62,0,33,6,1,102,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",99,203,61,23,13,2,0,"1005","100550"
"100550999009",230,76,0,23,12,0,111,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",104,244,73,17,13,1,0,"1005","100550"
"100550999010",131,43,0,10,14,0,67,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",63,114,38,12,12,1,0,"1005","100550"
"100550999012",90,31,0,19,5,1,56,"10","IMBABURA","PIMAMPIRO","PIMAMPIRO",73,89,41,19,13,0,0,"1005","100550"
